NATIVITY AND CITIZENSHIP STATUS IN THE UNITED STATES,HOUSEHOLD INCOME IN THE PAST 12 MONTHS IN 2017 INFLATION-ADJUSTED DOLLARS,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,VALUE OF HOME,TENURE BY VEHICLES AVAILABLE,YEAR STRUCTURE BUILT
11609756.0,4633145.0,11289161.0,5488180.0,64888.0,4633145.0,5174838.0
