,State,Offense_Year,Offense_Type,Offense_Count
845,WV,2011,drug_poss_synthetic,908
846,WV,2011,drug_sales_m,390
847,WV,2011,drug_sales_opium,388
848,WV,2011,drug_sales_other,157
849,WV,2011,drug_sales_subtotal,1178
850,WV,2011,drug_sales_synthetic,243
851,WV,2011,drunkness,3045
852,WV,2011,embezzlement,142
853,WV,2011,forgery,441
854,WV,2011,fraud,797
855,WV,2011,g_all,0
856,WV,2011,g_b,0
857,WV,2011,g_n,0
858,WV,2011,g_t,23
859,WV,2011,ht_c_s_a,0
860,WV,2011,ht_i_s,0
861,WV,2011,larceny,5325
862,WV,2011,liquor,1716
863,WV,2011,manslaughter,1
864,WV,2011,mvt,254
865,WV,2011,murder,46
866,WV,2011,offense_family,88
867,WV,2011,prostitution,98
868,WV,2011,prostitution_a_p_p,0
869,WV,2011,prostitution_p,0
870,WV,2011,prostitution_p_p,0
871,WV,2011,rape,61
872,WV,2011,robbery,241
873,WV,2011,sex_offense,161
874,WV,2011,simple_assault,6238
875,WV,2011,stolen_property,345
876,WV,2011,suspicion,0
877,WV,2011,vagrancy,11
878,WV,2011,vandalism,936
879,WV,2011,weapons,396
881,WV,2011,data_year,2011
882,WV,2012,aggravated_assault,1810
883,WV,2012,all_other_offenses,16621
884,WV,2012,arson,53
885,WV,2012,burglary,1118
886,WV,2012,curfew,47
887,WV,2012,disorderly,1225
888,WV,2012,driving,7316
889,WV,2012,drug_abuse_gt,8111
890,WV,2012,drug_poss_m,3696
891,WV,2012,drug_poss_opium,610
892,WV,2012,drug_poss_other,1033
893,WV,2012,drug_poss_subtotal,6402
894,WV,2012,drug_poss_synthetic,1063
895,WV,2012,drug_sales_m,468
896,WV,2012,drug_sales_opium,429
897,WV,2012,drug_sales_other,213
898,WV,2012,drug_sales_subtotal,1459
899,WV,2012,drug_sales_synthetic,349
900,WV,2012,drunkness,3306
901,WV,2012,embezzlement,168
902,WV,2012,forgery,458
903,WV,2012,fraud,825
904,WV,2012,g_all,0
905,WV,2012,g_b,0
906,WV,2012,g_n,0
907,WV,2012,g_t,3
908,WV,2012,ht_c_s_a,0
909,WV,2012,ht_i_s,0
910,WV,2012,larceny,6991
911,WV,2012,liquor,1851
912,WV,2012,manslaughter,0
913,WV,2012,mvt,267
914,WV,2012,murder,47
915,WV,2012,offense_family,103
916,WV,2012,prostitution,87
917,WV,2012,prostitution_a_p_p,0
918,WV,2012,prostitution_p,0
919,WV,2012,prostitution_p_p,0
920,WV,2012,rape,69
921,WV,2012,robbery,262
922,WV,2012,sex_offense,188
923,WV,2012,simple_assault,6892
924,WV,2012,stolen_property,411
925,WV,2012,suspicion,0
926,WV,2012,vagrancy,13
927,WV,2012,vandalism,978
928,WV,2012,weapons,443
930,WV,2012,data_year,2012
931,WV,2013,aggravated_assault,1613
932,WV,2013,all_other_offenses,14465
933,WV,2013,arson,34
934,WV,2013,burglary,955
935,WV,2013,curfew,36
936,WV,2013,disorderly,897
937,WV,2013,driving,6075
938,WV,2013,drug_abuse_gt,6913
939,WV,2013,drug_poss_m,3035
940,WV,2013,drug_poss_opium,636
941,WV,2013,drug_poss_other,838
942,WV,2013,drug_poss_subtotal,5381
943,WV,2013,drug_poss_synthetic,872
944,WV,2013,drug_sales_m,353
945,WV,2013,drug_sales_opium,473
946,WV,2013,drug_sales_other,229
947,WV,2013,drug_sales_subtotal,1234
948,WV,2013,drug_sales_synthetic,179
949,WV,2013,drunkness,2460
950,WV,2013,embezzlement,156
951,WV,2013,forgery,334
952,WV,2013,fraud,720
953,WV,2013,g_all,0
954,WV,2013,g_b,0
955,WV,2013,g_n,0
956,WV,2013,g_t,5
957,WV,2013,ht_c_s_a,0
958,WV,2013,ht_i_s,0
959,WV,2013,larceny,6032
960,WV,2013,liquor,1779
961,WV,2013,manslaughter,1
962,WV,2013,mvt,184
963,WV,2013,murder,33
964,WV,2013,offense_family,84
965,WV,2013,prostitution,117
966,WV,2013,prostitution_a_p_p,0
967,WV,2013,prostitution_p,0
968,WV,2013,prostitution_p_p,0
969,WV,2013,rape,95
970,WV,2013,robbery,182
971,WV,2013,sex_offense,132
972,WV,2013,simple_assault,5621
973,WV,2013,stolen_property,367
974,WV,2013,suspicion,0
975,WV,2013,vagrancy,11
976,WV,2013,vandalism,735
977,WV,2013,weapons,360
979,WV,2013,data_year,2013
980,WV,2014,aggravated_assault,1688
981,WV,2014,all_other_offenses,13415
982,WV,2014,arson,27
983,WV,2014,burglary,807
984,WV,2014,curfew,5
985,WV,2014,disorderly,667
986,WV,2014,driving,5010
987,WV,2014,drug_abuse_gt,6425
988,WV,2014,drug_poss_m,2785
989,WV,2014,drug_poss_opium,661
990,WV,2014,drug_poss_other,756
991,WV,2014,drug_poss_subtotal,5011
992,WV,2014,drug_poss_synthetic,809
993,WV,2014,drug_sales_m,397
994,WV,2014,drug_sales_opium,406
995,WV,2014,drug_sales_other,241
996,WV,2014,drug_sales_subtotal,1217
997,WV,2014,drug_sales_synthetic,173
998,WV,2014,drunkness,1349
999,WV,2014,embezzlement,161
1000,WV,2014,forgery,320
1001,WV,2014,fraud,613
1002,WV,2014,g_all,0
1003,WV,2014,g_b,0
1004,WV,2014,g_n,0
1005,WV,2014,g_t,8
1006,WV,2014,ht_c_s_a,0
1007,WV,2014,ht_i_s,0
1008,WV,2014,larceny,6463
1009,WV,2014,liquor,1282
1010,WV,2014,manslaughter,1
1011,WV,2014,mvt,218
1012,WV,2014,murder,57
1013,WV,2014,offense_family,84
1014,WV,2014,prostitution,78
1015,WV,2014,prostitution_a_p_p,0
1016,WV,2014,prostitution_p,0
1017,WV,2014,prostitution_p_p,0
1018,WV,2014,rape,99
1019,WV,2014,robbery,165
1020,WV,2014,sex_offense,138
1021,WV,2014,simple_assault,5372
1022,WV,2014,stolen_property,314
1023,WV,2014,suspicion,0
1024,WV,2014,vagrancy,29
1025,WV,2014,vandalism,705
1026,WV,2014,weapons,340
1028,WV,2014,data_year,2014
1029,WV,2015,aggravated_assault,1750
1030,WV,2015,all_other_offenses,13719
1031,WV,2015,arson,45
1032,WV,2015,burglary,856
1033,WV,2015,curfew,16
1034,WV,2015,disorderly,782
1035,WV,2015,driving,5425
1036,WV,2015,drug_abuse_gt,7093
1037,WV,2015,drug_poss_m,2875
1038,WV,2015,drug_poss_opium,824
1039,WV,2015,drug_poss_other,949
1040,WV,2015,drug_poss_subtotal,5471
1041,WV,2015,drug_poss_synthetic,823
1042,WV,2015,drug_sales_m,410
1043,WV,2015,drug_sales_opium,544
1044,WV,2015,drug_sales_other,262
1045,WV,2015,drug_sales_subtotal,1449
1046,WV,2015,drug_sales_synthetic,233
1047,WV,2015,drunkness,1184
1048,WV,2015,embezzlement,169
1049,WV,2015,forgery,350
1050,WV,2015,fraud,688
1051,WV,2015,g_all,0
1052,WV,2015,g_b,0
1053,WV,2015,g_n,0
1054,WV,2015,g_t,2
1055,WV,2015,ht_c_s_a,0
1056,WV,2015,ht_i_s,0
1057,WV,2015,larceny,6682
1058,WV,2015,liquor,1066
1059,WV,2015,manslaughter,0
1060,WV,2015,mvt,240
1061,WV,2015,murder,45
1062,WV,2015,offense_family,124
1063,WV,2015,prostitution,66
1064,WV,2015,prostitution_a_p_p,0
1065,WV,2015,prostitution_p,0
1066,WV,2015,prostitution_p_p,0
1067,WV,2015,rape,92
1068,WV,2015,robbery,174
1069,WV,2015,sex_offense,132
1070,WV,2015,simple_assault,5733
1071,WV,2015,stolen_property,399
1072,WV,2015,suspicion,0
1073,WV,2015,vagrancy,27
1074,WV,2015,vandalism,857
1075,WV,2015,weapons,443
1077,WV,2015,data_year,2015
1078,WV,2016,aggravated_assault,1873
1079,WV,2016,all_other_offenses,14801
1080,WV,2016,arson,43
1081,WV,2016,burglary,918
1082,WV,2016,curfew,10
1083,WV,2016,disorderly,743
1084,WV,2016,driving,5396
1085,WV,2016,drug_abuse_gt,7317
1086,WV,2016,drug_poss_m,2638
1087,WV,2016,drug_poss_opium,999
1088,WV,2016,drug_poss_other,1148
1089,WV,2016,drug_poss_subtotal,5469
1090,WV,2016,drug_poss_synthetic,684
1091,WV,2016,drug_sales_m,374
1092,WV,2016,drug_sales_opium,678
1093,WV,2016,drug_sales_other,330
1094,WV,2016,drug_sales_subtotal,1630
1095,WV,2016,drug_sales_synthetic,248
1096,WV,2016,drunkness,771
1097,WV,2016,embezzlement,110
1098,WV,2016,forgery,379
1099,WV,2016,fraud,600
1100,WV,2016,g_all,0
1101,WV,2016,g_b,0
1102,WV,2016,g_n,0
1103,WV,2016,g_t,3
1104,WV,2016,ht_c_s_a,0
1105,WV,2016,ht_i_s,0
1106,WV,2016,larceny,5952
1107,WV,2016,liquor,739
1108,WV,2016,manslaughter,1
1109,WV,2016,mvt,282
1110,WV,2016,murder,51
1111,WV,2016,offense_family,163
1112,WV,2016,prostitution,98
1113,WV,2016,prostitution_a_p_p,0
1114,WV,2016,prostitution_p,0
1115,WV,2016,prostitution_p_p,0
1116,WV,2016,rape,109
1117,WV,2016,robbery,190
1118,WV,2016,sex_offense,116
1119,WV,2016,simple_assault,5527
1120,WV,2016,stolen_property,422
1121,WV,2016,suspicion,0
1122,WV,2016,vagrancy,31
1123,WV,2016,vandalism,693
1124,WV,2016,weapons,516
1126,WV,2016,data_year,2016
1127,WV,2017,aggravated_assault,1790
1128,WV,2017,all_other_offenses,13311
1129,WV,2017,arson,40
1130,WV,2017,burglary,835
1131,WV,2017,curfew,9
1132,WV,2017,disorderly,843
1133,WV,2017,driving,4941
1134,WV,2017,drug_abuse_gt,8392
1135,WV,2017,drug_poss_m,2895
1136,WV,2017,drug_poss_opium,1200
1137,WV,2017,drug_poss_other,1706
1138,WV,2017,drug_poss_subtotal,6395
1139,WV,2017,drug_poss_synthetic,594
1140,WV,2017,drug_sales_m,338
1141,WV,2017,drug_sales_opium,655
1142,WV,2017,drug_sales_other,556
1143,WV,2017,drug_sales_subtotal,1663
1144,WV,2017,drug_sales_synthetic,114
1145,WV,2017,drunkness,976
1146,WV,2017,embezzlement,127
1147,WV,2017,forgery,316
1148,WV,2017,fraud,563
1149,WV,2017,g_all,0
1150,WV,2017,g_b,0
1151,WV,2017,g_n,0
1152,WV,2017,g_t,0
1153,WV,2017,ht_c_s_a,0
1154,WV,2017,ht_i_s,0
1155,WV,2017,larceny,4698
1156,WV,2017,liquor,932
1157,WV,2017,manslaughter,1
1158,WV,2017,mvt,310
1159,WV,2017,murder,52
1160,WV,2017,offense_family,161
1161,WV,2017,prostitution,121
1162,WV,2017,prostitution_a_p_p,13
1163,WV,2017,prostitution_p,108
1164,WV,2017,prostitution_p_p,0
1165,WV,2017,rape,118
1166,WV,2017,robbery,140
1167,WV,2017,sex_offense,93
1168,WV,2017,simple_assault,4961
1169,WV,2017,stolen_property,494
1170,WV,2017,suspicion,0
1171,WV,2017,vagrancy,27
1172,WV,2017,vandalism,705
1173,WV,2017,weapons,403
1175,WV,2017,data_year,2017
1176,KY,2010,aggravated_assault,2136
1177,KY,2010,all_other_offenses,53925
1178,KY,2010,arson,84
1179,KY,2010,burglary,3543
1180,KY,2010,curfew,51
1181,KY,2010,disorderly,5781
1182,KY,2010,driving,23161
1183,KY,2010,drug_abuse_gt,19642
1184,KY,2010,drug_poss_m,6524
1185,KY,2010,drug_poss_opium,1520
1186,KY,2010,drug_poss_other,2512
1187,KY,2010,drug_poss_subtotal,12396
1188,KY,2010,drug_poss_synthetic,1840
1189,KY,2010,drug_sales_m,1929
1190,KY,2010,drug_sales_opium,1268
1191,KY,2010,drug_sales_other,1952
1192,KY,2010,drug_sales_subtotal,6871
1193,KY,2010,drug_sales_synthetic,1722
1194,KY,2010,drunkness,21491
1195,KY,2010,embezzlement,335
1196,KY,2010,forgery,1516
1197,KY,2010,fraud,871
1198,KY,2010,g_all,11
1199,KY,2010,g_b,0
1200,KY,2010,g_n,1
1201,KY,2010,g_t,16
1202,KY,2010,ht_c_s_a,0
1203,KY,2010,ht_i_s,0
1204,KY,2010,larceny,13606
1205,KY,2010,liquor,508
1206,KY,2010,manslaughter,17
1207,KY,2010,mvt,443
1208,KY,2010,murder,131
1209,KY,2010,offense_family,4584
1210,KY,2010,prostitution,275
1211,KY,2010,prostitution_a_p_p,0
1212,KY,2010,prostitution_p,0
1213,KY,2010,prostitution_p_p,0
1214,KY,2010,rape,252
1215,KY,2010,robbery,1116
1216,KY,2010,sex_offense,407
1217,KY,2010,simple_assault,10197
1218,KY,2010,stolen_property,1775
1219,KY,2010,suspicion,1
1220,KY,2010,vagrancy,500
1221,KY,2010,vandalism,1034
1222,KY,2010,weapons,1042
1224,KY,2010,data_year,2010
1225,KY,2011,aggravated_assault,2088
1226,KY,2011,all_other_offenses,62164
1227,KY,2011,arson,146
1228,KY,2011,burglary,3942
1229,KY,2011,curfew,68
1230,KY,2011,disorderly,5111
1231,KY,2011,driving,23207
1232,KY,2011,drug_abuse_gt,21920
1233,KY,2011,drug_poss_m,7727
1234,KY,2011,drug_poss_opium,1702
1235,KY,2011,drug_poss_other,3251
1236,KY,2011,drug_poss_subtotal,14701
1237,KY,2011,drug_poss_synthetic,2021
1238,KY,2011,drug_sales_m,1695
1239,KY,2011,drug_sales_opium,1151
1240,KY,2011,drug_sales_other,2456
1241,KY,2011,drug_sales_subtotal,6765
1242,KY,2011,drug_sales_synthetic,1463
1243,KY,2011,drunkness,19723
1244,KY,2011,embezzlement,353
1245,KY,2011,forgery,1251
1246,KY,2011,fraud,1188
1247,KY,2011,g_all,3
1248,KY,2011,g_b,0
1249,KY,2011,g_n,4
1250,KY,2011,g_t,7
1251,KY,2011,ht_c_s_a,0
1252,KY,2011,ht_i_s,0
1253,KY,2011,larceny,15557
1254,KY,2011,liquor,503
1255,KY,2011,manslaughter,11
1256,KY,2011,mvt,614
1257,KY,2011,murder,113
1258,KY,2011,offense_family,4924
1259,KY,2011,prostitution,196
1260,KY,2011,prostitution_a_p_p,0
1261,KY,2011,prostitution_p,0
1262,KY,2011,prostitution_p_p,0
1263,KY,2011,rape,252
1264,KY,2011,robbery,1179
1265,KY,2011,sex_offense,431
1266,KY,2011,simple_assault,10649
1267,KY,2011,stolen_property,1841
1268,KY,2011,suspicion,0
1269,KY,2011,vagrancy,408
1270,KY,2011,vandalism,1252
1271,KY,2011,weapons,1090
1273,KY,2011,data_year,2011
1274,KY,2012,aggravated_assault,2107
1275,KY,2012,all_other_offenses,63761
1276,KY,2012,arson,186
1277,KY,2012,burglary,4097
1278,KY,2012,curfew,28
1279,KY,2012,disorderly,5023
1280,KY,2012,driving,23370
1281,KY,2012,drug_abuse_gt,21585
1282,KY,2012,drug_poss_m,7097
1283,KY,2012,drug_poss_opium,1861
1284,KY,2012,drug_poss_other,3014
1285,KY,2012,drug_poss_subtotal,14065
1286,KY,2012,drug_poss_synthetic,2093
1287,KY,2012,drug_sales_m,1810
1288,KY,2012,drug_sales_opium,1396
1289,KY,2012,drug_sales_other,2552
1290,KY,2012,drug_sales_subtotal,7031
1291,KY,2012,drug_sales_synthetic,1273
1292,KY,2012,drunkness,19117
1293,KY,2012,embezzlement,454
1294,KY,2012,forgery,1140
1295,KY,2012,fraud,1001
1296,KY,2012,g_all,7
1297,KY,2012,g_b,0
1298,KY,2012,g_n,5
1299,KY,2012,g_t,17
1300,KY,2012,ht_c_s_a,0
1301,KY,2012,ht_i_s,0
1302,KY,2012,larceny,16961
1303,KY,2012,liquor,526
1304,KY,2012,manslaughter,12
1305,KY,2012,mvt,688
1306,KY,2012,murder,164
1307,KY,2012,offense_family,4842
1308,KY,2012,prostitution,272
1309,KY,2012,prostitution_a_p_p,0
1310,KY,2012,prostitution_p,0
1311,KY,2012,prostitution_p_p,0
1312,KY,2012,rape,255
1313,KY,2012,robbery,1253
1314,KY,2012,sex_offense,444
1315,KY,2012,simple_assault,11076
1316,KY,2012,stolen_property,1809
1317,KY,2012,suspicion,0
1318,KY,2012,vagrancy,296
1319,KY,2012,vandalism,1142
1320,KY,2012,weapons,1130
1322,KY,2012,data_year,2012
1323,KY,2013,aggravated_assault,2120
1324,KY,2013,all_other_offenses,62885
1325,KY,2013,arson,172
1326,KY,2013,burglary,3761
1327,KY,2013,curfew,2
1328,KY,2013,disorderly,4731
1329,KY,2013,driving,21986
1330,KY,2013,drug_abuse_gt,22442
1331,KY,2013,drug_poss_m,6780
1332,KY,2013,drug_poss_opium,2516
1333,KY,2013,drug_poss_other,2834
1334,KY,2013,drug_poss_subtotal,14452
1335,KY,2013,drug_poss_synthetic,2322
1336,KY,2013,drug_sales_m,1686
1337,KY,2013,drug_sales_opium,1925
1338,KY,2013,drug_sales_other,2318
1339,KY,2013,drug_sales_subtotal,7389
1340,KY,2013,drug_sales_synthetic,1460
1341,KY,2013,drunkness,17058
1342,KY,2013,embezzlement,452
1343,KY,2013,forgery,1081
1344,KY,2013,fraud,1084
1345,KY,2013,g_all,1
1346,KY,2013,g_b,0
1347,KY,2013,g_n,2
1348,KY,2013,g_t,15
1349,KY,2013,ht_c_s_a,0
1350,KY,2013,ht_i_s,0
1351,KY,2013,larceny,18194
1352,KY,2013,liquor,260
1353,KY,2013,manslaughter,17
1354,KY,2013,mvt,625
1355,KY,2013,murder,132
1356,KY,2013,offense_family,4909
1357,KY,2013,prostitution,299
1358,KY,2013,prostitution_a_p_p,0
1359,KY,2013,prostitution_p,0
1360,KY,2013,prostitution_p_p,0
1361,KY,2013,rape,263
1362,KY,2013,robbery,1287
1363,KY,2013,sex_offense,387
1364,KY,2013,simple_assault,11256
1365,KY,2013,stolen_property,1942
1366,KY,2013,suspicion,0
1367,KY,2013,vagrancy,212
1368,KY,2013,vandalism,1104
1369,KY,2013,weapons,1010
1371,KY,2013,data_year,2013
1372,KY,2014,aggravated_assault,2153
1373,KY,2014,all_other_offenses,66770
1374,KY,2014,arson,147
1375,KY,2014,burglary,3570
1376,KY,2014,curfew,0
1377,KY,2014,disorderly,4551
1378,KY,2014,driving,20009
1379,KY,2014,drug_abuse_gt,22081
1380,KY,2014,drug_poss_m,6209
1381,KY,2014,drug_poss_opium,2812
1382,KY,2014,drug_poss_other,3380
1383,KY,2014,drug_poss_subtotal,14488
1384,KY,2014,drug_poss_synthetic,2087
1385,KY,2014,drug_sales_m,1571
1386,KY,2014,drug_sales_opium,1935
1387,KY,2014,drug_sales_other,2510
1388,KY,2014,drug_sales_subtotal,7148
1389,KY,2014,drug_sales_synthetic,1132
1390,KY,2014,drunkness,15714
1391,KY,2014,embezzlement,507
1392,KY,2014,forgery,1053
1393,KY,2014,fraud,1174
1394,KY,2014,g_all,2
1395,KY,2014,g_b,0
1396,KY,2014,g_n,2
1397,KY,2014,g_t,9
1398,KY,2014,ht_c_s_a,0
1399,KY,2014,ht_i_s,0
1400,KY,2014,larceny,18913
1401,KY,2014,liquor,234
1402,KY,2014,manslaughter,17
1403,KY,2014,mvt,645
1404,KY,2014,murder,161
1405,KY,2014,offense_family,4785
1406,KY,2014,prostitution,226
1407,KY,2014,prostitution_a_p_p,0
1408,KY,2014,prostitution_p,0
1409,KY,2014,prostitution_p_p,0
1410,KY,2014,rape,264
1411,KY,2014,robbery,1280
1412,KY,2014,sex_offense,411
1413,KY,2014,simple_assault,11433
1414,KY,2014,stolen_property,1948
1415,KY,2014,suspicion,0
1416,KY,2014,vagrancy,179
1417,KY,2014,vandalism,1113
1418,KY,2014,weapons,1018
1420,KY,2014,data_year,2014
1421,KY,2015,aggravated_assault,1983
1422,KY,2015,all_other_offenses,90191
1423,KY,2015,arson,78
1424,KY,2015,burglary,3261
1425,KY,2015,curfew,1
1426,KY,2015,disorderly,4528
1427,KY,2015,driving,18141
1428,KY,2015,drug_abuse_gt,22796
1429,KY,2015,drug_poss_m,5698
1430,KY,2015,drug_poss_opium,4213
1431,KY,2015,drug_poss_other,5387
1432,KY,2015,drug_poss_subtotal,16852
1433,KY,2015,drug_poss_synthetic,1554
1434,KY,2015,drug_sales_m,920
1435,KY,2015,drug_sales_opium,1445
1436,KY,2015,drug_sales_other,2356
1437,KY,2015,drug_sales_subtotal,5539
1438,KY,2015,drug_sales_synthetic,818
1439,KY,2015,drunkness,15411
1440,KY,2015,embezzlement,487
1441,KY,2015,forgery,1025
1442,KY,2015,fraud,1150
1443,KY,2015,g_all,0
1444,KY,2015,g_b,0
1445,KY,2015,g_n,0
1446,KY,2015,g_t,17
1447,KY,2015,ht_c_s_a,0
1448,KY,2015,ht_i_s,0
1449,KY,2015,larceny,17125
1450,KY,2015,liquor,130
1451,KY,2015,manslaughter,18
1452,KY,2015,mvt,694
1453,KY,2015,murder,168
1454,KY,2015,offense_family,4467
1455,KY,2015,prostitution,275
1456,KY,2015,prostitution_a_p_p,0
1457,KY,2015,prostitution_p,0
1458,KY,2015,prostitution_p_p,0
1459,KY,2015,rape,267
1460,KY,2015,robbery,1148
1461,KY,2015,sex_offense,414
1462,KY,2015,simple_assault,11639
1463,KY,2015,stolen_property,2161
1464,KY,2015,suspicion,0
1465,KY,2015,vagrancy,145
1466,KY,2015,vandalism,1078
1467,KY,2015,weapons,887
1469,KY,2015,data_year,2015
1470,KY,2016,aggravated_assault,1969
1471,KY,2016,all_other_offenses,106259
1472,KY,2016,arson,53
1473,KY,2016,burglary,3051
1474,KY,2016,curfew,3
1475,KY,2016,disorderly,4098
1476,KY,2016,driving,16909
1477,KY,2016,drug_abuse_gt,23616
1478,KY,2016,drug_poss_m,5130
1479,KY,2016,drug_poss_opium,4321
1480,KY,2016,drug_poss_other,7121
1481,KY,2016,drug_poss_subtotal,18080
1482,KY,2016,drug_poss_synthetic,1508
1483,KY,2016,drug_sales_m,938
1484,KY,2016,drug_sales_opium,1240
1485,KY,2016,drug_sales_other,2543
1486,KY,2016,drug_sales_subtotal,5229
1487,KY,2016,drug_sales_synthetic,508
1488,KY,2016,drunkness,14264
1489,KY,2016,embezzlement,457
1490,KY,2016,forgery,1057
1491,KY,2016,fraud,1055
1492,KY,2016,g_all,0
1493,KY,2016,g_b,0
1494,KY,2016,g_n,0
1495,KY,2016,g_t,9
1496,KY,2016,ht_c_s_a,0
1497,KY,2016,ht_i_s,0
1498,KY,2016,larceny,14393
1499,KY,2016,liquor,94
1500,KY,2016,manslaughter,17
1501,KY,2016,mvt,895
1502,KY,2016,murder,191
1503,KY,2016,offense_family,4558
1504,KY,2016,prostitution,252
1505,KY,2016,prostitution_a_p_p,0
1506,KY,2016,prostitution_p,0
1507,KY,2016,prostitution_p_p,0
1508,KY,2016,rape,260
1509,KY,2016,robbery,1138
1510,KY,2016,sex_offense,321
1511,KY,2016,simple_assault,11783
1512,KY,2016,stolen_property,2657
1513,KY,2016,suspicion,0
1514,KY,2016,vagrancy,137
1515,KY,2016,vandalism,1148
1516,KY,2016,weapons,902
1518,KY,2016,data_year,2016
1519,KY,2017,aggravated_assault,2059
1520,KY,2017,all_other_offenses,142273
1521,KY,2017,arson,69
1522,KY,2017,burglary,2992
1523,KY,2017,curfew,2
1524,KY,2017,disorderly,4599
1525,KY,2017,driving,17859
1526,KY,2017,drug_abuse_gt,27043
1527,KY,2017,drug_poss_m,5701
1528,KY,2017,drug_poss_opium,4310
1529,KY,2017,drug_poss_other,9875
1530,KY,2017,drug_poss_subtotal,21015
1531,KY,2017,drug_poss_synthetic,1129
1532,KY,2017,drug_sales_m,933
1533,KY,2017,drug_sales_opium,1487
1534,KY,2017,drug_sales_other,3098
1535,KY,2017,drug_sales_subtotal,5840
1536,KY,2017,drug_sales_synthetic,322
1537,KY,2017,drunkness,16286
1538,KY,2017,embezzlement,406
1539,KY,2017,forgery,1135
1540,KY,2017,fraud,1420
1541,KY,2017,g_all,0
1542,KY,2017,g_b,0
1543,KY,2017,g_n,0
1544,KY,2017,g_t,3
1545,KY,2017,ht_c_s_a,0
1546,KY,2017,ht_i_s,0
1547,KY,2017,larceny,13393
1548,KY,2017,liquor,100
1549,KY,2017,manslaughter,13
1550,KY,2017,mvt,931
1551,KY,2017,murder,193
1552,KY,2017,offense_family,6121
1553,KY,2017,prostitution,169
1554,KY,2017,prostitution_a_p_p,6
1555,KY,2017,prostitution_p,163
1556,KY,2017,prostitution_p_p,0
1557,KY,2017,rape,263
1558,KY,2017,robbery,1003
1559,KY,2017,sex_offense,291
1560,KY,2017,simple_assault,12180
1561,KY,2017,stolen_property,3041
1562,KY,2017,suspicion,0
1563,KY,2017,vagrancy,73
1564,KY,2017,vandalism,1195
1565,KY,2017,weapons,978
1567,KY,2017,data_year,2017
1568,IN,2010,aggravated_assault,3384
1569,IN,2010,all_other_offenses,33033
1570,IN,2010,arson,101
1571,IN,2010,burglary,2936
1572,IN,2010,curfew,718
1573,IN,2010,disorderly,4484
1574,IN,2010,driving,17677
1575,IN,2010,drug_abuse_gt,17089
1576,IN,2010,drug_poss_m,8654
1577,IN,2010,drug_poss_opium,980
1578,IN,2010,drug_poss_other,2025
1579,IN,2010,drug_poss_subtotal,13087
1580,IN,2010,drug_poss_synthetic,1428
1581,IN,2010,drug_sales_m,1360
1582,IN,2010,drug_sales_opium,1133
1583,IN,2010,drug_sales_other,640
1584,IN,2010,drug_sales_subtotal,3703
1585,IN,2010,drug_sales_synthetic,570
1586,IN,2010,drunkness,10714
1587,IN,2010,embezzlement,6
1588,IN,2010,forgery,1090
1589,IN,2010,fraud,1472
1590,IN,2010,g_all,18
1591,IN,2010,g_b,0
1592,IN,2010,g_n,0
1593,IN,2010,g_t,18
1594,IN,2010,ht_c_s_a,0
1595,IN,2010,ht_i_s,0
1596,IN,2010,larceny,17538
1597,IN,2010,liquor,10363
1598,IN,2010,manslaughter,16
1599,IN,2010,mvt,690
1600,IN,2010,murder,115
1601,IN,2010,offense_family,1443
1602,IN,2010,prostitution,203
1603,IN,2010,prostitution_a_p_p,0
1604,IN,2010,prostitution_p,0
1605,IN,2010,prostitution_p_p,0
1606,IN,2010,rape,111
1607,IN,2010,robbery,765
1608,IN,2010,sex_offense,913
1609,IN,2010,simple_assault,12305
1610,IN,2010,stolen_property,910
1611,IN,2010,suspicion,154
1612,IN,2010,vagrancy,100
1613,IN,2010,vandalism,1769
1614,IN,2010,weapons,1193
1616,IN,2010,data_year,2010
1617,IN,2011,aggravated_assault,6282
1618,IN,2011,all_other_offenses,47572
1619,IN,2011,arson,134
1620,IN,2011,burglary,4223
1621,IN,2011,curfew,620
1622,IN,2011,disorderly,6874
1623,IN,2011,driving,20042
1624,IN,2011,drug_abuse_gt,23310
1625,IN,2011,drug_poss_m,11335
1626,IN,2011,drug_poss_opium,1719
1627,IN,2011,drug_poss_other,2492
1628,IN,2011,drug_poss_subtotal,17452
1629,IN,2011,drug_poss_synthetic,1907
1630,IN,2011,drug_sales_m,1860
1631,IN,2011,drug_sales_opium,1976
1632,IN,2011,drug_sales_other,845
1633,IN,2011,drug_sales_subtotal,5420
1634,IN,2011,drug_sales_synthetic,737
1635,IN,2011,drunkness,16305
1636,IN,2011,embezzlement,21
1637,IN,2011,forgery,1145
1638,IN,2011,fraud,1699
1639,IN,2011,g_all,52
1640,IN,2011,g_b,9
1641,IN,2011,g_n,0
1642,IN,2011,g_t,61
1643,IN,2011,ht_c_s_a,0
1644,IN,2011,ht_i_s,0
1645,IN,2011,larceny,24500
1646,IN,2011,liquor,10395
1647,IN,2011,manslaughter,12
1648,IN,2011,mvt,1528
1649,IN,2011,murder,243
1650,IN,2011,offense_family,1473
1651,IN,2011,prostitution,977
1652,IN,2011,prostitution_a_p_p,0
1653,IN,2011,prostitution_p,0
1654,IN,2011,prostitution_p_p,0
1655,IN,2011,rape,187
1656,IN,2011,robbery,1688
1657,IN,2011,sex_offense,1277
1658,IN,2011,simple_assault,19088
1659,IN,2011,stolen_property,1033
1660,IN,2011,suspicion,130
1661,IN,2011,vagrancy,83
1662,IN,2011,vandalism,2011
