,State,Offense_Year,Offense_Type,Offense_Count
1663,IN,2011,weapons,1880
1665,IN,2011,data_year,2011
1666,IN,2012,aggravated_assault,4650
1667,IN,2012,all_other_offenses,40281
1668,IN,2012,arson,129
1669,IN,2012,burglary,3160
1670,IN,2012,curfew,443
1671,IN,2012,disorderly,5573
1672,IN,2012,driving,15528
1673,IN,2012,drug_abuse_gt,18949
1674,IN,2012,drug_poss_m,7911
1675,IN,2012,drug_poss_opium,1105
1676,IN,2012,drug_poss_other,1684
1677,IN,2012,drug_poss_subtotal,14278
1678,IN,2012,drug_poss_synthetic,1359
1679,IN,2012,drug_sales_m,1255
1680,IN,2012,drug_sales_opium,1001
1681,IN,2012,drug_sales_other,690
1682,IN,2012,drug_sales_subtotal,4313
1683,IN,2012,drug_sales_synthetic,615
1684,IN,2012,drunkness,11240
1685,IN,2012,embezzlement,79
1686,IN,2012,forgery,698
1687,IN,2012,fraud,1450
1688,IN,2012,g_all,11
1689,IN,2012,g_b,3
1690,IN,2012,g_n,0
1691,IN,2012,g_t,18
1692,IN,2012,ht_c_s_a,0
1693,IN,2012,ht_i_s,0
1694,IN,2012,larceny,18940
1695,IN,2012,liquor,8756
1696,IN,2012,manslaughter,12
1697,IN,2012,mvt,1084
1698,IN,2012,murder,170
1699,IN,2012,offense_family,1254
1700,IN,2012,prostitution,828
1701,IN,2012,prostitution_a_p_p,0
1702,IN,2012,prostitution_p,0
1703,IN,2012,prostitution_p_p,0
1704,IN,2012,rape,116
1705,IN,2012,robbery,1113
1706,IN,2012,sex_offense,1334
1707,IN,2012,simple_assault,15369
1708,IN,2012,stolen_property,801
1709,IN,2012,suspicion,234
1710,IN,2012,vagrancy,42
1711,IN,2012,vandalism,1888
1712,IN,2012,weapons,1489
1714,IN,2012,data_year,2012
1715,IN,2013,aggravated_assault,15031
1716,IN,2013,all_other_offenses,110641
1717,IN,2013,arson,113
1718,IN,2013,burglary,2641
1719,IN,2013,curfew,319
1720,IN,2013,disorderly,14384
1721,IN,2013,driving,83485
1722,IN,2013,drug_abuse_gt,73314
1723,IN,2013,drug_poss_m,56445
1724,IN,2013,drug_poss_opium,891
1725,IN,2013,drug_poss_other,1520
1726,IN,2013,drug_poss_subtotal,60259
1727,IN,2013,drug_poss_synthetic,1402
1728,IN,2013,drug_sales_m,11036
1729,IN,2013,drug_sales_opium,755
1730,IN,2013,drug_sales_other,498
1731,IN,2013,drug_sales_subtotal,12974
1732,IN,2013,drug_sales_synthetic,684
1733,IN,2013,drunkness,37601
1734,IN,2013,embezzlement,146
1735,IN,2013,forgery,809
1736,IN,2013,fraud,1105
1737,IN,2013,g_all,4
1738,IN,2013,g_b,0
1739,IN,2013,g_n,0
1740,IN,2013,g_t,74
1741,IN,2013,ht_c_s_a,0
1742,IN,2013,ht_i_s,0
1743,IN,2013,larceny,38613
1744,IN,2013,liquor,67555
1745,IN,2013,manslaughter,18
1746,IN,2013,mvt,21074
1747,IN,2013,murder,162
1748,IN,2013,offense_family,11009
1749,IN,2013,prostitution,730
1750,IN,2013,prostitution_a_p_p,0
1751,IN,2013,prostitution_p,0
1752,IN,2013,prostitution_p_p,0
1753,IN,2013,rape,172
1754,IN,2013,robbery,1077
1755,IN,2013,sex_offense,1130
1756,IN,2013,simple_assault,23898
1757,IN,2013,stolen_property,747
1758,IN,2013,suspicion,139
1759,IN,2013,vagrancy,121
1760,IN,2013,vandalism,1501
1761,IN,2013,weapons,1467
1763,IN,2013,data_year,2013
1764,IN,2014,aggravated_assault,5954
1765,IN,2014,all_other_offenses,45239
1766,IN,2014,arson,102
1767,IN,2014,burglary,2494
1768,IN,2014,curfew,376
1769,IN,2014,disorderly,3909
1770,IN,2014,driving,15068
1771,IN,2014,drug_abuse_gt,16348
1772,IN,2014,drug_poss_m,7639
1773,IN,2014,drug_poss_opium,1127
1774,IN,2014,drug_poss_other,1994
1775,IN,2014,drug_poss_subtotal,12156
1776,IN,2014,drug_poss_synthetic,1396
1777,IN,2014,drug_sales_m,1288
1778,IN,2014,drug_sales_opium,1115
1779,IN,2014,drug_sales_other,1063
1780,IN,2014,drug_sales_subtotal,4094
1781,IN,2014,drug_sales_synthetic,628
1782,IN,2014,drunkness,5867
1783,IN,2014,embezzlement,130
1784,IN,2014,forgery,880
1785,IN,2014,fraud,1368
1786,IN,2014,g_all,9
1787,IN,2014,g_b,0
1788,IN,2014,g_n,0
1789,IN,2014,g_t,14
1790,IN,2014,ht_c_s_a,0
1791,IN,2014,ht_i_s,0
1792,IN,2014,larceny,19150
1793,IN,2014,liquor,5951
1794,IN,2014,manslaughter,10
1795,IN,2014,mvt,1277
1796,IN,2014,murder,189
1797,IN,2014,offense_family,1259
1798,IN,2014,prostitution,497
1799,IN,2014,prostitution_a_p_p,0
1800,IN,2014,prostitution_p,0
1801,IN,2014,prostitution_p_p,0
1802,IN,2014,rape,173
1803,IN,2014,robbery,1187
1804,IN,2014,sex_offense,840
1805,IN,2014,simple_assault,13201
1806,IN,2014,stolen_property,704
1807,IN,2014,suspicion,188
1808,IN,2014,vagrancy,233
1809,IN,2014,vandalism,1401
1810,IN,2014,weapons,1596
1812,IN,2014,data_year,2014
1813,IN,2015,aggravated_assault,5962
1814,IN,2015,all_other_offenses,55757
1815,IN,2015,arson,89
1816,IN,2015,burglary,2352
1817,IN,2015,curfew,343
1818,IN,2015,disorderly,3831
1819,IN,2015,driving,15061
1820,IN,2015,drug_abuse_gt,17397
1821,IN,2015,drug_poss_m,7516
1822,IN,2015,drug_poss_opium,1543
1823,IN,2015,drug_poss_other,2259
1824,IN,2015,drug_poss_subtotal,12818
1825,IN,2015,drug_poss_synthetic,1500
1826,IN,2015,drug_sales_m,1205
1827,IN,2015,drug_sales_opium,1318
1828,IN,2015,drug_sales_other,1315
1829,IN,2015,drug_sales_subtotal,4415
1830,IN,2015,drug_sales_synthetic,577
1831,IN,2015,drunkness,4609
1832,IN,2015,embezzlement,145
1833,IN,2015,forgery,916
1834,IN,2015,fraud,1616
1835,IN,2015,g_all,10
1836,IN,2015,g_b,0
1837,IN,2015,g_n,0
1838,IN,2015,g_t,13
1839,IN,2015,ht_c_s_a,0
1840,IN,2015,ht_i_s,0
1841,IN,2015,larceny,18282
1842,IN,2015,liquor,5592
1843,IN,2015,manslaughter,10
1844,IN,2015,mvt,1432
1845,IN,2015,murder,204
1846,IN,2015,offense_family,1316
1847,IN,2015,prostitution,435
1848,IN,2015,prostitution_a_p_p,0
1849,IN,2015,prostitution_p,2
1850,IN,2015,prostitution_p_p,0
1851,IN,2015,rape,186
1852,IN,2015,robbery,1239
1853,IN,2015,sex_offense,920
1854,IN,2015,simple_assault,13070
1855,IN,2015,stolen_property,578
1856,IN,2015,suspicion,136
1857,IN,2015,vagrancy,165
1858,IN,2015,vandalism,1372
1859,IN,2015,weapons,2117
1861,IN,2015,data_year,2015
1862,IN,2016,aggravated_assault,5872
1863,IN,2016,all_other_offenses,54228
1864,IN,2016,arson,114
1865,IN,2016,burglary,2326
1866,IN,2016,curfew,249
1867,IN,2016,disorderly,3811
1868,IN,2016,driving,14365
1869,IN,2016,drug_abuse_gt,18903
1870,IN,2016,drug_poss_m,8183
1871,IN,2016,drug_poss_opium,1912
1872,IN,2016,drug_poss_other,2644
1873,IN,2016,drug_poss_subtotal,14605
1874,IN,2016,drug_poss_synthetic,1868
1875,IN,2016,drug_sales_m,1130
1876,IN,2016,drug_sales_opium,1142
1877,IN,2016,drug_sales_other,1135
1878,IN,2016,drug_sales_subtotal,3967
1879,IN,2016,drug_sales_synthetic,556
1880,IN,2016,drunkness,4412
1881,IN,2016,embezzlement,205
1882,IN,2016,forgery,1379
1883,IN,2016,fraud,1755
1884,IN,2016,g_all,9
1885,IN,2016,g_b,0
1886,IN,2016,g_n,0
1887,IN,2016,g_t,21
1888,IN,2016,ht_c_s_a,0
1889,IN,2016,ht_i_s,0
1890,IN,2016,larceny,17170
1891,IN,2016,liquor,4010
1892,IN,2016,manslaughter,13
1893,IN,2016,mvt,1698
1894,IN,2016,murder,166
1895,IN,2016,offense_family,1128
1896,IN,2016,prostitution,317
1897,IN,2016,prostitution_a_p_p,0
1898,IN,2016,prostitution_p,0
1899,IN,2016,prostitution_p_p,0
1900,IN,2016,rape,197
1901,IN,2016,robbery,1383
1902,IN,2016,sex_offense,800
1903,IN,2016,simple_assault,13276
1904,IN,2016,stolen_property,560
1905,IN,2016,suspicion,19
1906,IN,2016,vagrancy,89
1907,IN,2016,vandalism,1470
1908,IN,2016,weapons,2447
1910,IN,2016,data_year,2016
1911,IN,2017,aggravated_assault,6209
1912,IN,2017,all_other_offenses,47677
1913,IN,2017,arson,66
1914,IN,2017,burglary,1900
1915,IN,2017,curfew,212
1916,IN,2017,disorderly,3313
1917,IN,2017,driving,12799
1918,IN,2017,drug_abuse_gt,24188
1919,IN,2017,drug_poss_m,9997
1920,IN,2017,drug_poss_opium,3228
1921,IN,2017,drug_poss_other,3841
1922,IN,2017,drug_poss_subtotal,18956
1923,IN,2017,drug_poss_synthetic,1900
1924,IN,2017,drug_sales_m,1676
1925,IN,2017,drug_sales_opium,1647
1926,IN,2017,drug_sales_other,1448
1927,IN,2017,drug_sales_subtotal,5207
1928,IN,2017,drug_sales_synthetic,437
1929,IN,2017,drunkness,3343
1930,IN,2017,embezzlement,271
1931,IN,2017,forgery,1149
1932,IN,2017,fraud,1472
1933,IN,2017,g_all,8
1934,IN,2017,g_b,0
1935,IN,2017,g_n,5
1936,IN,2017,g_t,13
1937,IN,2017,ht_c_s_a,0
1938,IN,2017,ht_i_s,0
1939,IN,2017,larceny,13052
1940,IN,2017,liquor,3759
1941,IN,2017,manslaughter,15
1942,IN,2017,mvt,1602
1943,IN,2017,murder,178
1944,IN,2017,offense_family,1048
1945,IN,2017,prostitution,287
1946,IN,2017,prostitution_a_p_p,6
1947,IN,2017,prostitution_p,44
1948,IN,2017,prostitution_p_p,5
1949,IN,2017,rape,205
1950,IN,2017,robbery,1318
1951,IN,2017,sex_offense,536
1952,IN,2017,simple_assault,10511
1953,IN,2017,stolen_property,286
1954,IN,2017,suspicion,33
1955,IN,2017,vagrancy,348
1956,IN,2017,vandalism,1078
1957,IN,2017,weapons,2184
1959,IN,2017,data_year,2017
1960,MI,2010,aggravated_assault,10225
1961,MI,2010,all_other_offenses,82966
1962,MI,2010,arson,292
1963,MI,2010,burglary,6433
1964,MI,2010,curfew,921
1965,MI,2010,disorderly,10132
1966,MI,2010,driving,36442
1967,MI,2010,drug_abuse_gt,35221
1968,MI,2010,drug_poss_m,18064
1969,MI,2010,drug_poss_opium,4492
1970,MI,2010,drug_poss_other,2965
1971,MI,2010,drug_poss_subtotal,26686
1972,MI,2010,drug_poss_synthetic,1165
1973,MI,2010,drug_sales_m,3913
1974,MI,2010,drug_sales_opium,2479
1975,MI,2010,drug_sales_other,1325
1976,MI,2010,drug_sales_subtotal,8080
1977,MI,2010,drug_sales_synthetic,363
1978,MI,2010,drunkness,365
1979,MI,2010,embezzlement,968
1980,MI,2010,forgery,804
1981,MI,2010,fraud,5485
1982,MI,2010,g_all,0
1983,MI,2010,g_b,0
1984,MI,2010,g_n,0
1985,MI,2010,g_t,118
1986,MI,2010,ht_c_s_a,0
1987,MI,2010,ht_i_s,0
1988,MI,2010,larceny,28372
1989,MI,2010,liquor,17714
1990,MI,2010,manslaughter,11
1991,MI,2010,mvt,2010
1992,MI,2010,murder,204
1993,MI,2010,offense_family,2799
1994,MI,2010,prostitution,444
1995,MI,2010,prostitution_a_p_p,0
1996,MI,2010,prostitution_p,0
1997,MI,2010,prostitution_p_p,0
1998,MI,2010,rape,691
1999,MI,2010,robbery,2623
2000,MI,2010,sex_offense,1051
2001,MI,2010,simple_assault,31396
2002,MI,2010,stolen_property,1827
2003,MI,2010,suspicion,0
2004,MI,2010,vagrancy,333
2005,MI,2010,vandalism,3535
2006,MI,2010,weapons,4163
2008,MI,2010,data_year,2010
2009,MI,2011,aggravated_assault,9746
2010,MI,2011,all_other_offenses,77118
2011,MI,2011,arson,274
2012,MI,2011,burglary,6398
2013,MI,2011,curfew,713
2014,MI,2011,disorderly,9181
2015,MI,2011,driving,31665
2016,MI,2011,drug_abuse_gt,32920
2017,MI,2011,drug_poss_m,16374
2018,MI,2011,drug_poss_opium,4404
2019,MI,2011,drug_poss_other,3049
2020,MI,2011,drug_poss_subtotal,25060
2021,MI,2011,drug_poss_synthetic,1233
2022,MI,2011,drug_sales_m,3377
2023,MI,2011,drug_sales_opium,2394
2024,MI,2011,drug_sales_other,1317
2025,MI,2011,drug_sales_subtotal,7387
2026,MI,2011,drug_sales_synthetic,299
2027,MI,2011,drunkness,401
2028,MI,2011,embezzlement,946
2029,MI,2011,forgery,716
2030,MI,2011,fraud,4967
2031,MI,2011,g_all,0
2032,MI,2011,g_b,0
2033,MI,2011,g_n,0
2034,MI,2011,g_t,89
2035,MI,2011,ht_c_s_a,0
2036,MI,2011,ht_i_s,0
2037,MI,2011,larceny,27485
2038,MI,2011,liquor,16439
2039,MI,2011,manslaughter,9
2040,MI,2011,mvt,1919
2041,MI,2011,murder,175
2042,MI,2011,offense_family,3966
2043,MI,2011,prostitution,327
2044,MI,2011,prostitution_a_p_p,0
2045,MI,2011,prostitution_p,0
2046,MI,2011,prostitution_p_p,0
2047,MI,2011,rape,615
2048,MI,2011,robbery,2238
2049,MI,2011,sex_offense,935
2050,MI,2011,simple_assault,29593
2051,MI,2011,stolen_property,1647
2052,MI,2011,suspicion,0
2053,MI,2011,vagrancy,283
2054,MI,2011,vandalism,3290
2055,MI,2011,weapons,4036
2057,MI,2011,data_year,2011
2058,MI,2012,aggravated_assault,9288
2059,MI,2012,all_other_offenses,81656
2060,MI,2012,arson,273
2061,MI,2012,burglary,5628
2062,MI,2012,curfew,553
2063,MI,2012,disorderly,9042
2064,MI,2012,driving,30569
2065,MI,2012,drug_abuse_gt,32945
2066,MI,2012,drug_poss_m,16846
2067,MI,2012,drug_poss_opium,4366
2068,MI,2012,drug_poss_other,3216
2069,MI,2012,drug_poss_subtotal,25561
2070,MI,2012,drug_poss_synthetic,1133
2071,MI,2012,drug_sales_m,3098
2072,MI,2012,drug_sales_opium,2275
2073,MI,2012,drug_sales_other,1269
2074,MI,2012,drug_sales_subtotal,6954
2075,MI,2012,drug_sales_synthetic,312
2076,MI,2012,drunkness,355
2077,MI,2012,embezzlement,893
2078,MI,2012,forgery,561
2079,MI,2012,fraud,4495
2080,MI,2012,g_all,0
2081,MI,2012,g_b,0
2082,MI,2012,g_n,0
2083,MI,2012,g_t,47
2084,MI,2012,ht_c_s_a,0
2085,MI,2012,ht_i_s,0
2086,MI,2012,larceny,27437
2087,MI,2012,liquor,15823
2088,MI,2012,manslaughter,7
2089,MI,2012,mvt,1678
2090,MI,2012,murder,170
2091,MI,2012,offense_family,4282
2092,MI,2012,prostitution,385
2093,MI,2012,prostitution_a_p_p,0
2094,MI,2012,prostitution_p,0
2095,MI,2012,prostitution_p_p,0
2096,MI,2012,rape,597
2097,MI,2012,robbery,2056
2098,MI,2012,sex_offense,920
2099,MI,2012,simple_assault,29019
2100,MI,2012,stolen_property,1692
2101,MI,2012,suspicion,0
2102,MI,2012,vagrancy,218
2103,MI,2012,vandalism,3263
2104,MI,2012,weapons,3896
2106,MI,2012,data_year,2012
2107,MI,2013,aggravated_assault,8733
2108,MI,2013,all_other_offenses,81839
2109,MI,2013,arson,257
2110,MI,2013,burglary,4955
2111,MI,2013,curfew,424
2112,MI,2013,disorderly,7420
2113,MI,2013,driving,28915
2114,MI,2013,drug_abuse_gt,34574
2115,MI,2013,drug_poss_m,18189
2116,MI,2013,drug_poss_opium,4397
2117,MI,2013,drug_poss_other,3147
2118,MI,2013,drug_poss_subtotal,27053
2119,MI,2013,drug_poss_synthetic,1320
2120,MI,2013,drug_sales_m,3396
2121,MI,2013,drug_sales_opium,2057
2122,MI,2013,drug_sales_other,1355
2123,MI,2013,drug_sales_subtotal,7124
2124,MI,2013,drug_sales_synthetic,316
2125,MI,2013,drunkness,380
2126,MI,2013,embezzlement,1028
2127,MI,2013,forgery,606
2128,MI,2013,fraud,4395
2129,MI,2013,g_all,0
2130,MI,2013,g_b,0
2131,MI,2013,g_n,0
2132,MI,2013,g_t,72
2133,MI,2013,ht_c_s_a,0
2134,MI,2013,ht_i_s,0
2135,MI,2013,larceny,25812
2136,MI,2013,liquor,13333
2137,MI,2013,manslaughter,4
2138,MI,2013,mvt,1541
2139,MI,2013,murder,246
2140,MI,2013,offense_family,3781
2141,MI,2013,prostitution,295
2142,MI,2013,prostitution_a_p_p,0
2143,MI,2013,prostitution_p,0
2144,MI,2013,prostitution_p_p,0
2145,MI,2013,rape,838
2146,MI,2013,robbery,2118
2147,MI,2013,sex_offense,660
2148,MI,2013,simple_assault,26914
2149,MI,2013,stolen_property,1628
2150,MI,2013,suspicion,0
2151,MI,2013,vagrancy,270
2152,MI,2013,vandalism,2874
2153,MI,2013,weapons,4057
2155,MI,2013,data_year,2013
2156,MI,2014,aggravated_assault,9021
2157,MI,2014,all_other_offenses,84868
2158,MI,2014,arson,219
2159,MI,2014,burglary,3910
2160,MI,2014,curfew,453
2161,MI,2014,disorderly,7081
2162,MI,2014,driving,28884
2163,MI,2014,drug_abuse_gt,34637
2164,MI,2014,drug_poss_m,18425
2165,MI,2014,drug_poss_opium,4600
2166,MI,2014,drug_poss_other,3358
2167,MI,2014,drug_poss_subtotal,27672
2168,MI,2014,drug_poss_synthetic,1289
2169,MI,2014,drug_sales_m,3129
2170,MI,2014,drug_sales_opium,2105
2171,MI,2014,drug_sales_other,1179
2172,MI,2014,drug_sales_subtotal,6684
2173,MI,2014,drug_sales_synthetic,271
2174,MI,2014,drunkness,434
2175,MI,2014,embezzlement,946
2176,MI,2014,forgery,544
2177,MI,2014,fraud,4116
2178,MI,2014,g_all,0
2179,MI,2014,g_b,0
2180,MI,2014,g_n,0
2181,MI,2014,g_t,72
2182,MI,2014,ht_c_s_a,0
2183,MI,2014,ht_i_s,0
2184,MI,2014,larceny,24114
2185,MI,2014,liquor,12717
2186,MI,2014,manslaughter,10
2187,MI,2014,mvt,1314
2188,MI,2014,murder,290
2189,MI,2014,offense_family,4681
2190,MI,2014,prostitution,395
2191,MI,2014,prostitution_a_p_p,0
2192,MI,2014,prostitution_p,0
2193,MI,2014,prostitution_p_p,0
2194,MI,2014,rape,666
2195,MI,2014,robbery,1723
2196,MI,2014,sex_offense,626
2197,MI,2014,simple_assault,26653
2198,MI,2014,stolen_property,1506
2199,MI,2014,suspicion,0
2200,MI,2014,vagrancy,169
2201,MI,2014,vandalism,2393
2202,MI,2014,weapons,3714
2204,MI,2014,data_year,2014
2205,MI,2015,aggravated_assault,8753
2206,MI,2015,all_other_offenses,86635
2207,MI,2015,arson,223
2208,MI,2015,burglary,3161
2209,MI,2015,curfew,399
2210,MI,2015,disorderly,6646
2211,MI,2015,driving,27888
2212,MI,2015,drug_abuse_gt,36007
2213,MI,2015,drug_poss_m,18705
2214,MI,2015,drug_poss_opium,5155
2215,MI,2015,drug_poss_other,3775
2216,MI,2015,drug_poss_subtotal,28915
2217,MI,2015,drug_poss_synthetic,1280
2218,MI,2015,drug_sales_m,2988
2219,MI,2015,drug_sales_opium,2174
2220,MI,2015,drug_sales_other,1496
2221,MI,2015,drug_sales_subtotal,6937
2222,MI,2015,drug_sales_synthetic,279
2223,MI,2015,drunkness,439
2224,MI,2015,embezzlement,890
2225,MI,2015,forgery,529
2226,MI,2015,fraud,3872
2227,MI,2015,g_all,42
2228,MI,2015,g_b,0
2229,MI,2015,g_n,0
2230,MI,2015,g_t,71
2231,MI,2015,ht_c_s_a,0
2232,MI,2015,ht_i_s,0
2233,MI,2015,larceny,21482
2234,MI,2015,liquor,11174
2235,MI,2015,manslaughter,10
2236,MI,2015,mvt,1165
2237,MI,2015,murder,252
2238,MI,2015,offense_family,4237
2239,MI,2015,prostitution,614
2240,MI,2015,prostitution_a_p_p,0
2241,MI,2015,prostitution_p,0
2242,MI,2015,prostitution_p_p,0
2243,MI,2015,rape,663
2244,MI,2015,robbery,1537
2245,MI,2015,sex_offense,567
2246,MI,2015,simple_assault,26219
2247,MI,2015,stolen_property,1510
2248,MI,2015,suspicion,17
2249,MI,2015,vagrancy,221
2250,MI,2015,vandalism,2488
2251,MI,2015,weapons,3388
2253,MI,2015,data_year,2015
2254,MI,2016,aggravated_assault,9852
2255,MI,2016,all_other_offenses,91478
2256,MI,2016,arson,245
2257,MI,2016,burglary,3349
2258,MI,2016,curfew,333
2259,MI,2016,disorderly,6609
2260,MI,2016,driving,28086
2261,MI,2016,drug_abuse_gt,39238
2262,MI,2016,drug_poss_m,20209
2263,MI,2016,drug_poss_opium,5763
2264,MI,2016,drug_poss_other,4517
2265,MI,2016,drug_poss_subtotal,31598
2266,MI,2016,drug_poss_synthetic,1109
2267,MI,2016,drug_sales_m,2965
2268,MI,2016,drug_sales_opium,2326
2269,MI,2016,drug_sales_other,1865
2270,MI,2016,drug_sales_subtotal,7419
2271,MI,2016,drug_sales_synthetic,263
2272,MI,2016,drunkness,379
2273,MI,2016,embezzlement,1027
2274,MI,2016,forgery,659
2275,MI,2016,fraud,3985
2276,MI,2016,g_all,2
2277,MI,2016,g_b,0
2278,MI,2016,g_n,0
2279,MI,2016,g_t,38
2280,MI,2016,ht_c_s_a,0
2281,MI,2016,ht_i_s,0
2282,MI,2016,larceny,21902
2283,MI,2016,liquor,11026
2284,MI,2016,manslaughter,4
2285,MI,2016,mvt,1439
2286,MI,2016,murder,171
2287,MI,2016,offense_family,3004
2288,MI,2016,prostitution,532
2289,MI,2016,prostitution_a_p_p,0
2290,MI,2016,prostitution_p,0
2291,MI,2016,prostitution_p_p,0
2292,MI,2016,rape,777
2293,MI,2016,robbery,1481
2294,MI,2016,sex_offense,709
2295,MI,2016,simple_assault,27957
2296,MI,2016,stolen_property,1677
2297,MI,2016,suspicion,0
2298,MI,2016,vagrancy,242
2299,MI,2016,vandalism,2859
2300,MI,2016,weapons,4190
2302,MI,2016,data_year,2016
2303,MI,2017,aggravated_assault,9502
2304,MI,2017,all_other_offenses,87819
2305,MI,2017,arson,241
2306,MI,2017,burglary,3220
2307,MI,2017,curfew,351
2308,MI,2017,disorderly,6057
2309,MI,2017,driving,26881
2310,MI,2017,drug_abuse_gt,33532
2311,MI,2017,drug_poss_m,16492
2312,MI,2017,drug_poss_opium,5421
2313,MI,2017,drug_poss_other,4263
2314,MI,2017,drug_poss_subtotal,27030
2315,MI,2017,drug_poss_synthetic,854
2316,MI,2017,drug_sales_m,2058
2317,MI,2017,drug_sales_opium,2386
2318,MI,2017,drug_sales_other,1357
2319,MI,2017,drug_sales_subtotal,5964
2320,MI,2017,drug_sales_synthetic,163
2321,MI,2017,drunkness,352
2322,MI,2017,embezzlement,1183
2323,MI,2017,forgery,655
2324,MI,2017,fraud,3981
2325,MI,2017,g_all,0
2326,MI,2017,g_b,0
2327,MI,2017,g_n,0
2328,MI,2017,g_t,42
2329,MI,2017,ht_c_s_a,0
2330,MI,2017,ht_i_s,0
2331,MI,2017,larceny,20106
2332,MI,2017,liquor,8897
2333,MI,2017,manslaughter,7
2334,MI,2017,mvt,1294
2335,MI,2017,murder,268
2336,MI,2017,offense_family,2806
2337,MI,2017,prostitution,238
2338,MI,2017,prostitution_a_p_p,78
2339,MI,2017,prostitution_p,153
2340,MI,2017,prostitution_p_p,7
2341,MI,2017,rape,847
2342,MI,2017,robbery,1312
2343,MI,2017,sex_offense,564
2344,MI,2017,simple_assault,28095
2345,MI,2017,stolen_property,1810
2346,MI,2017,suspicion,0
2347,MI,2017,vagrancy,140
2348,MI,2017,vandalism,2841
2349,MI,2017,weapons,4627
2351,MI,2017,data_year,2017
